Database Name,Instance Number,Instance Name,Database Version,Cluster,Hostname,Host OS,Num CPUs,Server Memory (GB),DB Block Size,Begin Snap,Begin Time,End Snap,End Time,Elapsed Time (mins),DB Time (mins),Average Active Sessions,Busy Flag,Logical Reads/sec,Block Changes/sec,Read IOPS,Write IOPS,Redo IOPS,All Write IOPS,Total IOPS,Read Throughput (MiB/sec),Write Throughput (MiB/sec),Redo Throughput (MiB/sec),All Write Throughput (MiB/sec),Total Throughput (MiB/sec),DB CPU Time (s),DB CPU %DBTime,Wait Class User I/O Waits,Wait Class User I/O Time (s),Wait Class User I/O Latency (ms),Wait Class User I/O %DBTime,User Calls/sec,Parses/sec,Hard Parses/sec,Logons/sec,Executes/sec,Transactions/sec,Buffer Hit Ratio (%),In-Memory Sort Ratio (%),Log Switches (Total),Log Switches (Per Hour),Top5 Event1 Name,Top5 Event1 Class,Top5 Event1 Waits,Top5 Event1 Time (s),Top5 Event1 Average Time (ms),Top5 Event1 %DBTime,Top5 Event2 Name,Top5 Event2 Class,Top5 Event2 Waits,Top5 Event2 Time (s),Top5 Event2 Average Time (ms),Top5 Event2 %DBTime,Top5 Event3 Name,Top5 Event3 Class,Top5 Event3 Waits,Top5 Event3 Time (s),Top5 Event3 Average Time (ms),Top5 Event3 %DBTime,Top5 Event4 Name,Top5 Event4 Class,Top5 Event4 Waits,Top5 Event4 Time (s),Top5 Event4 Average Time (ms),Top5 Event4 %DBTime,Top5 Event5 Name,Top5 Event5 Class,Top5 Event5 Waits,Top5 Event5 Time (s),Top5 Event5 Average Time (ms),Top5 Event5 %DBTime,db file sequential read Waits,db file sequential read Time (s),db file sequential read Latency (ms),db file sequential read %DBTime,db file scattered read Waits,db file scattered read Time (s),db file scattered read Latency (ms),db file scattered read %DBTime,direct path read Waits,direct path read Time (s),direct path read Latency (ms),direct path read %DBTime,direct path write Waits,direct path write Time (s),direct path write Latency (ms),direct path write %DBTime,direct path read temp Waits,direct path read temp Time (s),direct path read temp Latency (ms),direct path read temp %DBTime,direct path write temp Waits,direct path write temp Time (s),direct path write temp Latency (ms),direct path write temp %DBTime,log file sync Waits,log file sync Time (s),log file sync Latency (ms),log file sync %DBTime,db file parallel write Waits,db file parallel write Time (s),db file parallel write Latency (ms),db file parallel write %DBTime,log file parallel write Waits,log file parallel write Time (s),log file parallel write Latency (ms),log file parallel write %DBTime,log file sequential read Waits,log file sequential read Time (s),log file sequential read Latency (ms),log file sequential read %DBTime,OS busy time,OS idle time,OS iowait time,OS sys time,OS user time,OS cpu wait time,OS resource mgr wait time,Data Guard Flag,Exadata Flag,Wait Class Admin Waits,Wait Class Admin Time (s),Wait Class Admin Latency (ms),Wait Class Admin %DBTime,Wait Class Application Waits,Wait Class Application Time (s),Wait Class Application Latency (ms),Wait Class Application %DBTime,Wait Class Cluster Waits,Wait Class Cluster Time (s),Wait Class Cluster Latency (ms),Wait Class Cluster %DBTime,Wait Class Commit Waits,Wait Class Commit Time (s),Wait Class Commit Latency (ms),Wait Class Commit %DBTime,Wait Class Concurrency Waits,Wait Class Concurrency Time (s),Wait Class Concurrency Latency (ms),Wait Class Concurrency %DBTime,Wait Class Configuration Waits,Wait Class Configuration Time (s),Wait Class Configuration Latency (ms),Wait Class Configuration %DBTime,Wait Class Network Waits,Wait Class Network Time (s),Wait Class Network Latency (ms),Wait Class Network %DBTime,Wait Class Other Waits,Wait Class Other Time (s),Wait Class Other Latency (ms),Wait Class Other %DBTime,Wait Class System I/O Waits,Wait Class System I/O Time (s),Wait Class System I/O Latency (ms),Wait Class System I/O %DBTime,Histogram <1ms db file sequential read,Histogram <2ms db file sequential read,Histogram <4ms db file sequential read,Histogram <8ms db file sequential read,Histogram <16ms db file sequential read,Histogram <32ms db file sequential read,Histogram <1s db file sequential read,Histogram >1s db file sequential read,Histogram <1ms log file parallel write,Histogram <2ms log file parallel write,Histogram <4ms log file parallel write,Histogram <8ms log file parallel write,Histogram <16ms log file parallel write,Histogram <32ms log file parallel write,Histogram <1s log file parallel write,Histogram >1s log file parallel write
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8149,08/08/17 1:30,8150,08/08/17 2:00,29.93,542.51,18.1,N,784708.8,28128.9,5251.8,1219.1,0,1219.1,6470.9,191.31,28.59,4.52,33.11,224.42,19776,60.8,14274253,10229,0.717,31.4,434.7,1467,16.9,15.7,9005.7,580.5,98.68,100,1,2,DB CPU,,,19.8K,,60.8,db file sequential read,User I/O,4840556,6754,1.395,20.7,read by other session,User I/O,769574,1228.9,1.597,3.8,db file scattered read,User I/O,415897,960.5,2.309,3,db file parallel read,User I/O,223880,817.6,3.652,2.5,4840556,6754,1.395,20.7,415897,961,2.311,3,237273,315,1.328,1,207,0,0,0,31150,41,1.316,0.1,27487,63,2.292,0.2,198,2,10.101,0,121392,138,1.137,3.3,271873,459,1.688,11.1,9049,106,11.714,2.5,2327907,4768387,691683,209733,2081658,,0,N,N,,,,,7877,6,0.762,0,1945112,1615,0.83,5,36795,257,6.985,0.8,228641,201,0.879,0.6,623,2,3.21,0,680676,147,0.216,0.5,660263,494,0.748,1.5,13026,15,1.152,0,67.8,25,3.9,1.4,1.1,0.6,0.2,0,71.6,22.2,2.2,1.2,1,0.9,0.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8150,08/08/17 2:00,8151,08/08/17 2:30,30.09,903.13,30,N,925851.7,26380.9,8149.5,1266.2,0,1266.2,9415.7,305.52,28.13,4.87,33,338.52,23242,42.9,23338534,26269,1.126,48.5,560.4,2493.6,25.3,17,11167.7,606.5,97.8,100,0,0,DB CPU,,,23.2K,,42.9,db file sequential read,User I/O,8748691,13.3K,1.52,24.6,read by other session,User I/O,3323739,6692.3,2.013,12.4,db file scattered read,User I/O,1705517,4071.1,2.387,7.5,db file parallel read,User I/O,292996,1102.2,3.762,2,8748691,13312,1.522,24.6,1705517,4071,2.387,7.5,296726,873,2.942,1.6,244,0,0,0,41273,69,1.672,0.1,28878,91,3.151,0.2,345,5,14.493,0,182635,217,1.188,5,269540,631,2.341,14.6,,,,,2620195,4431797,1324012,236174,2338006,,0,N,N,4,0,0,0,15427,13,0.843,0,2681532,2222,0.829,4.1,23300,229,9.828,0.4,295070,336,1.139,0.6,1178,11,9.338,0,1096230,515,0.47,1,717554,409,0.57,0.8,13016,11,0.845,0,66.7,23.7,4.8,2.3,1.6,0.8,0.1,0,65.9,21.4,4.2,2.9,2.5,2,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8151,08/08/17 2:30,8152,08/08/17 3:00,30.08,660.06,21.9,N,840770.3,16597.2,6685.4,851,0,851,7536.4,222.09,24.36,3.14,27.5,249.59,21930,55.4,18833976,14280,0.758,36.1,609.2,1708.5,13.8,16.1,11194.3,572,98.4,100,1,1.99,DB CPU,,,21.9K,,55.4,db file sequential read,User I/O,9025248,10.9K,1.21,27.6,db file scattered read,User I/O,598122,1385,2.316,3.5,SQL*Net message from dblink,Network,40021,1380.3,34.489,3.5,direct path read,User I/O,381575,694,1.819,1.8,9025248,10937,1.212,27.6,598122,1385,2.316,3.5,381575,694,1.819,1.8,105,0,0,0,44021,53,1.204,0.1,26989,65,2.408,0.2,181,2,11.05,0,119237,133,1.115,3.6,279359,526,1.883,14,9207,34,3.693,0.9,2518696,4586213,1024604,231439,2248156,,0,N,N,1,0,0,0,7804,59,7.56,0.1,1771714,1032,0.582,2.6,64105,351,5.475,0.9,144047,128,0.889,0.3,897,8,8.919,0,1032134,1740,1.686,4.4,624214,337,0.54,0.9,10885,14,1.286,0,79.5,15.4,2.3,1.3,1,0.4,0.1,0,73.8,16.8,3.1,2.2,1.9,1.5,0.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8152,08/08/17 3:00,8153,08/08/17 3:30,30.08,637.75,21.2,N,603377.8,12158.8,8782.7,696.5,0,696.5,9479.2,221.76,14.36,2.3,16.66,238.42,18633,48.7,19575895,16233,0.829,42.4,597.4,1627.5,6.2,33.5,6863.2,518.2,97.56,100,1,1.99,DB CPU,,,18.6K,,48.7,db file sequential read,User I/O,8378007,11.8K,1.41,30.8,SQL*Net message from dblink,Network,35125,1840.3,52.393,4.8,db file scattered read,User I/O,757791,1674.3,2.209,4.4,db file parallel read,User I/O,316302,1310.2,4.142,3.4,8378007,11779,1.406,30.8,757791,1674,2.209,4.4,333251,691,2.074,1.8,471,1,2.123,0,21111,35,1.658,0.1,28057,89,3.172,0.2,39,0,0,0,171945,464,2.699,12,268388,491,1.829,12.7,3922,9,2.295,0.2,2128408,4948691,1181694,202301,1888582,,0,N,N,1,0,0,0,5997,287,47.857,0.7,1719729,993,0.577,2.6,41653,342,8.211,0.9,178713,122,0.683,0.3,496,2,4.032,0,823585,1955,2.374,5.1,779400,285,0.366,0.7,9999,10,1,0,68.9,23.4,4,1.7,1.2,0.6,0.1,0,80.5,10.7,2.7,2.1,1.9,1.5,0.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8153,08/08/17 3:30,8154,08/08/17 4:00,29.81,669.67,22.4,N,587999.1,7464.4,7485.9,485.1,0,485.1,7971,225.35,15.5,1.32,16.82,242.17,17813,44.3,19799169,19930,1.007,49.6,557.1,1128.5,4.8,17.5,4938,364.3,97.34,100,1,2.01,DB CPU,,,17.8K,,44.3,db file sequential read,User I/O,8806211,10.4K,1.18,25.9,read by other session,User I/O,3441769,5934.8,1.724,14.8,db file scattered read,User I/O,1103256,2149.2,1.948,5.3,SQL*Net message from dblink,Network,42071,1884.3,44.789,4.7,8806211,10419,1.183,25.9,1103256,2149,1.948,5.3,254963,300,1.177,0.7,227,1,4.405,0,28758,30,1.043,0.1,22947,128,5.578,0.3,127,1,7.874,0,116660,242,2.074,8.3,215211,310,1.44,10.7,1037,2,1.929,0.1,2113716,4913918,1062853,231987,1846342,,0,N,N,1,0,0,0,6766,9,1.33,0,1441070,696,0.483,1.7,48795,275,5.636,0.7,89959,80,0.889,0.2,492,2,4.065,0,878755,1902,2.164,4.7,630731,180,0.285,0.4,9021,7,0.776,0,76.5,18.9,2.5,1,0.7,0.4,0.1,0,86.5,7.5,2,1.4,1.2,0.9,0.6,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8154,08/08/17 4:00,8155,08/08/17 4:30,29.9,834.73,27.9,N,1075674.8,34813,7956,1276.2,0,1276.2,9232.2,330.54,29.13,5.86,34.99,365.53,23091,46.1,21343095,20530,0.962,41,664.5,2246.5,32,33.9,11341.4,660.1,98.51,100,1,2.01,DB CPU,,,23.1K,,46.1,db file sequential read,User I/O,9104753,13.3K,1.46,26.6,db file scattered read,User I/O,917219,2305.9,2.514,4.6,read by other session,User I/O,1093995,2170.4,1.984,4.3,enq: TX - row lock contention,Applicat,2023,1762.6,871.28,3.5,9104753,13326,1.464,26.6,917219,2306,2.514,4.6,796500,1647,2.068,3.3,373,2,5.362,0,32922,54,1.64,0.1,23328,111,4.758,0.2,267,3,11.236,0,255955,525,2.051,11.3,291353,576,1.977,12.4,26191,16,0.611,0.3,2619214,4426358,1227557,242285,2328207,,1,N,N,4,1,250,0,8988,1770,196.929,3.5,2839626,2151,0.757,4.3,34020,276,8.113,0.6,285757,337,1.179,0.7,877,7,7.982,0,1156461,1568,1.356,3.1,985830,388,0.394,0.8,15424,14,0.908,0,63.8,25.8,6.1,2.3,1.4,0.6,0.1,0,61.4,28.8,3.5,2.2,1.9,1.5,0.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8155,08/08/17 4:30,8156,08/08/17 5:00,29.99,626.9,20.9,N,1001977.1,12501.2,6611.2,694.1,0,694.1,7305.3,228.75,15.11,2.51,17.62,246.37,20815,55.3,14569304,12629,0.867,33.6,499.2,1327.5,15.7,15.8,13315.3,393.2,98.8,100,1,2,DB CPU,,,20.8K,,55.3,db file sequential read,User I/O,6932048,8970,1.294,23.8,enq: TX - row lock contention,Applicat,213,1823.2,8559.624,4.8,db file scattered read,User I/O,656075,1238.9,1.888,3.3,db file parallel read,User I/O,388352,937.8,2.415,2.5,6932048,8970,1.294,23.8,656075,1239,1.889,3.3,480715,832,1.731,2.2,150,1,6.667,0,29299,19,0.648,0.1,27551,112,4.065,0.3,157,2,12.739,0,151867,359,2.364,10.2,239011,462,1.933,13.1,3079,6,1.949,0.2,2383981,4686133,927212,214677,2133425,,0,N,N,3,0,0,0,6336,1830,288.826,4.9,1542057,1054,0.684,2.8,40249,327,8.124,0.9,99000,87,0.879,0.2,343,6,17.493,0,847235,167,0.197,0.4,654217,239,0.365,0.6,10185,12,1.178,0,80,14.7,2.2,1.3,1.1,0.6,0.2,0,80.6,11,2.5,1.8,1.7,1.4,1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8156,08/08/17 5:00,8157,08/08/17 5:30,30.07,954,31.7,N,1821121.3,20761.9,8197.7,1010.1,0,1010.1,9207.8,286.48,23.34,4.11,27.45,313.93,25443,44.5,20931007,27734,1.325,48.5,431.6,1724.1,10.5,15.7,8802.6,570.2,99.03,100,2,3.99,DB CPU,,,25.4K,,44.5,db file sequential read,User I/O,9165461,15.6K,1.71,27.3,read by other session,User I/O,2300396,6031.9,2.622,10.5,db file scattered read,User I/O,1137290,3163.2,2.781,5.5,db file parallel read,User I/O,386919,1562.8,4.039,2.7,9165461,15645,1.707,27.3,1137290,3163,2.781,5.5,498793,1117,2.239,2,387,1,2.584,0,26591,71,2.67,0.1,29637,93,3.138,0.2,460,11,23.913,0,149715,223,1.489,5.3,274114,667,2.433,15.9,1038,2,1.927,0,2848982,4232286,1456927,229677,2574825,,0,N,N,3,0,0,0,6044,383,63.369,0.7,2294374,1824,0.795,3.2,34688,383,11.041,0.7,183513,225,1.226,0.4,577,21,36.395,0,718413,404,0.562,0.7,772627,364,0.471,0.6,12365,12,0.97,0,58.3,29.4,6.9,2.5,1.7,1,0.3,0,74.1,14.9,3.2,2.2,2.1,1.9,1.5,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8157,08/08/17 5:30,8158,08/08/17 6:00,29.97,810.42,27,N,1493953.3,11267.9,6961.1,683,0,683,7644.1,226.05,19.58,2.19,21.77,247.82,24139,49.6,20346531,21544,1.059,44.3,524.6,1409.1,12.9,15.8,6848.7,496.7,99.07,100,1,2,DB CPU,,,24.1K,,49.6,db file sequential read,User I/O,9173127,13.8K,1.5,28.4,read by other session,User I/O,1903360,4215.4,2.215,8.7,db file scattered read,User I/O,978732,2176.1,2.223,4.5,direct path read,User I/O,313103,637.5,2.036,1.3,9173127,13787,1.503,28.4,978732,2176,2.223,4.5,313103,638,2.038,1.3,277,1,3.61,0,26335,29,1.101,0.1,29267,75,2.563,0.2,101,2,19.802,0,104012,146,1.404,4.1,267434,541,2.023,15.2,6547,65,9.928,1.8,2722673,4346705,1227426,229875,2453116,,0,N,N,3,1,333.333,0,6028,56,9.29,0.1,1852076,1398,0.755,2.9,40301,331,8.213,0.7,159344,145,0.91,0.3,722,7,9.695,0,815471,65,0.08,0.1,758145,433,0.571,0.9,11046,20,1.811,0,65.8,25.2,4.8,1.9,1.3,0.7,0.2,0,80.3,10.7,2.5,2.1,1.9,1.5,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8158,08/08/17 6:00,8159,08/08/17 6:30,29.97,832.12,27.7,N,1140880.1,22936.6,11808.7,1089.1,0,1089.1,12897.8,319.76,18.67,4.41,23.08,342.84,24189,48.4,19927221,22450,1.127,45,430.7,2192.5,19.9,15.8,11791.7,621.4,98.41,100,0,0,DB CPU,,,24.2K,,48.4,db file sequential read,User I/O,9957314,16K,1.61,32.1,db file scattered read,User I/O,1102433,2400.4,2.177,4.8,db file parallel read,User I/O,477635,1908.1,3.995,3.8,direct path read,User I/O,535093,1176.5,2.199,2.4,9957314,16017,1.609,32.1,1102433,2400,2.177,4.8,535093,1176,2.198,2.4,414,1,2.415,0,39288,43,1.094,0.1,30326,69,2.275,0.1,110,2,18.182,0,173427,212,1.222,4.7,303116,550,1.814,12.1,,,,,2767349,4281804,1453864,253352,2459043,,0,N,N,2,0,0,0,7021,624,88.876,1.3,2879277,1870,0.649,3.7,20831,175,8.401,0.4,276326,227,0.821,0.5,680,2,2.941,0,818563,278,0.34,0.6,775010,558,0.72,1.1,75001,39,0.52,0.1,56.2,30.9,8.4,2.4,1.2,0.7,0.2,,71.4,21.4,2.5,1.6,1.3,1,0.9,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8159,08/08/17 6:30,8160,08/08/17 7:00,30,934.95,31.1,N,1395702.5,14881.5,10057,839.8,0,839.8,10896.8,292.64,25.17,2.86,28.03,320.67,23652,42.2,26108440,26393,1.011,47,504.1,1548.1,16.4,15.6,8248.4,589.5,98.53,100,1,2,DB CPU,,,23.7K,,42.2,db file sequential read,User I/O,11729638,15.9K,1.36,28.4,read by other session,User I/O,2427093,4311.8,1.777,7.7,db file scattered read,User I/O,1990289,3657.8,1.838,6.5,db file parallel read,User I/O,558283,1581.8,2.833,2.8,11729638,15945,1.359,28.4,1990289,3658,1.838,6.5,384442,713,1.855,1.3,237,1,4.219,0,36026,44,1.221,0.1,35616,82,2.302,0.1,20,1,50,0,133708,187,1.399,4.7,293409,540,1.84,13.6,7739,7,0.905,0.2,2698965,4390243,1490930,262812,2387564,,0,N,N,5,0,0,0,11992,26,2.168,0,2506117,1832,0.731,3.3,50288,344,6.841,0.6,203038,172,0.847,0.3,1395,7,5.018,0,841706,118,0.14,0.2,751743,584,0.777,1,14327,17,1.187,0,68.8,24.3,4,1.3,1,0.6,0.2,0,79.8,13.1,2,1.5,1.4,1.2,1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8160,08/08/17 7:00,8161,08/08/17 7:30,30.07,779.66,25.9,N,1050556.7,20011.8,8155.4,1060.2,0,1060.2,9215.6,245.58,22.34,3.91,26.25,271.83,19946,42.6,20035734,20117,1.004,43,378.4,1759.8,17.6,16.2,9176.2,590.8,98.27,100,1,2,DB CPU,,,19.9K,,42.6,db file sequential read,User I/O,8948509,12.5K,1.4,26.8,read by other session,User I/O,1955674,3149.6,1.61,6.7,db file scattered read,User I/O,1315418,2845.9,2.163,6.1,enq: TX - row lock contention,Applicat,332,2802.6,8441.566,6,8948509,12533,1.401,26.8,1315418,2846,2.164,6.1,268066,379,1.414,0.8,494,1,2.024,0,25724,40,1.555,0.1,21592,55,2.547,0.1,24,0,0,0,175366,228,1.3,3.5,278592,568,2.039,8.7,2711,24,8.853,0.4,2288502,4747514,1212950,226063,2012645,,0,N,N,5,1,200,0,7422,2814,379.143,6,2358064,1768,0.75,3.8,27763,277,9.977,0.6,252028,137,0.544,0.3,1426,3,2.104,0,627882,418,0.666,0.9,788803,546,0.692,1.2,12714,21,1.652,0,69.9,22.7,4.1,1.4,1,0.6,0.2,0,75.1,16.7,2.6,1.7,1.5,1.3,1.1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8161,08/08/17 7:30,8162,08/08/17 8:00,30.09,836.53,27.8,N,1829325,15165.8,8730.6,1036,0,1036,9766.6,368.03,25.49,4.3,29.79,397.82,24697,49.2,18952134,22742,1.2,45.3,440.6,1261.1,25.6,15.2,6674.8,372.9,98.71,100,1,1.99,DB CPU,,,24.7K,,49.2,db file sequential read,User I/O,8961528,12.7K,1.41,25.2,db file scattered read,User I/O,2410638,5498,2.281,11,direct path read,User I/O,1116421,2624.8,2.351,5.2,db file parallel read,User I/O,386352,1166.2,3.018,2.3,8961528,12660,1.413,25.2,2410638,5498,2.281,11,1116421,2625,2.351,5.2,2939,5,1.701,0,25923,51,1.967,0.1,24160,76,3.146,0.2,57,1,17.544,0,205181,315,1.535,7.3,246415,565,2.293,13.2,7836,18,2.297,0.4,2808796,4283953,1441407,256977,2503017,,0,N,N,1,0,0,0,10143,66,6.507,0.1,2383329,2029,0.851,4,28079,381,13.569,0.8,199778,179,0.896,0.4,1267,2,1.579,0,904702,169,0.187,0.3,711924,395,0.555,0.8,12065,15,1.243,0,74.8,19.3,2.6,1.2,1.1,0.7,0.3,0,72,17.8,4,1.9,1.6,1.3,1.4,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8162,08/08/17 8:00,8163,08/08/17 8:30,30.11,983.41,32.6,N,1930953.1,19087.9,9212.5,936.3,0,936.3,10148.8,295.03,24.73,3.82,28.55,323.58,26000,44.1,22337697,27541,1.233,46.7,503.7,2116.9,26.5,16.1,9243.4,618.9,99.11,100,1,1.99,DB CPU,,,26K,,44.1,db file sequential read,User I/O,9551917,15.6K,1.63,26.4,read by other session,User I/O,2011505,4675.4,2.324,7.9,db file scattered read,User I/O,1413553,3191.2,2.258,5.4,direct path read,User I/O,952303,1941.6,2.039,3.3,9551917,15564,1.629,26.4,1413553,3191,2.257,5.4,952303,1942,2.039,3.3,260,1,3.846,0,28125,43,1.529,0.1,27328,74,2.708,0.1,38,1,26.316,0,228940,392,1.712,8.3,259552,746,2.874,15.8,4722,17,3.6,0.4,2903611,4197424,1487649,242457,2610990,,0,N,N,8,1,125,0,41746,284,6.803,0.5,3361577,3210,0.955,5.4,45905,595,12.962,1,365437,298,0.815,0.5,4243,29,6.835,0,887084,480,0.541,0.8,696070,392,0.563,0.7,13097,23,1.756,0,66.9,23.4,4.6,2.1,1.6,1,0.3,0,68,18.2,4,2.9,2.7,2.4,1.8,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8163,08/08/17 8:30,8164,08/08/17 9:00,30.11,905.5,30,N,1839834.5,29611.8,6884.5,1051.5,0,1051.5,7936,220.6,25.9,4.66,30.56,251.16,25801,47.5,19609622,20339,1.037,37.4,789,1577.2,17.4,15.9,20908,761.4,99.12,100,1,1.99,DB CPU,,,25.8K,,47.5,db file sequential read,User I/O,8424527,12K,1.43,22.1,read by other session,User I/O,1550855,3838.1,2.475,7.1,db file scattered read,User I/O,1242553,2929.3,2.357,5.4,gc buffer busy acquire,Cluster,285301,999.7,3.504,1.8,8424527,12021,1.427,22.1,1242553,2929,2.357,5.4,237253,670,2.824,1.2,572,2,3.497,0,26501,51,1.924,0.1,22760,68,2.988,0.1,516,6,11.628,0,176982,281,1.588,5.9,297259,670,2.254,14.2,14108,25,1.772,0.5,2925207,4158748,1096177,257453,2620655,,0,N,N,2,0,0,0,372820,466,1.25,0.9,3260906,2939,0.901,5.4,50650,511,10.089,0.9,505235,379,0.75,0.7,3937,18,4.572,0,1384219,196,0.142,0.4,833263,526,0.631,1,13543,15,1.108,0,79.1,14.6,2.5,1.4,1.2,0.8,0.3,0,69.3,21.9,2.8,1.8,1.6,1.3,1.3,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8164,08/08/17 9:00,8165,08/08/17 9:30,29.63,624.91,21,N,1322984.2,12238.5,7689.3,734.2,0,734.2,8423.5,182.92,13.25,2.41,15.66,198.58,20262,54,17138210,12959,0.756,34.6,813.6,1749.2,6.5,32.5,11395.8,680.2,99.12,100,1,2.02,DB CPU,,,20.3K,,54,db file sequential read,User I/O,7539959,10.3K,1.37,27.5,enq: TM - contention,Applicat,346,1000.2,2890.751,2.7,db file parallel read,User I/O,183326,980.1,5.346,2.6,db file scattered read,User I/O,290317,786,2.707,2.1,7539959,10301,1.366,27.5,290317,786,2.707,2.1,190512,332,1.743,0.9,261,0,0,0,22736,32,1.407,0.1,26223,57,2.174,0.2,159,3,18.868,0,140336,187,1.333,4.7,287712,527,1.832,13.2,3237,6,1.854,0.1,2307473,4671431,911448,211713,2053684,,0,N,N,1,0,0,0,296301,1627,5.491,4.3,2158976,1734,0.803,4.6,44598,444,9.956,1.2,439509,263,0.598,0.7,1449,2,1.38,0,1275066,161,0.126,0.4,925364,665,0.719,1.8,15395,13,0.844,0,70.9,22,3.9,1.4,1,0.6,0.2,,81.9,10.7,2.2,1.5,1.4,1.2,1,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8165,08/08/17 9:30,8166,08/08/17 10:00,29.98,693.13,23.1,N,1203774.3,14473.3,7952.9,795,0,795,8747.9,218.55,18.55,2.75,21.3,239.85,20789,50,20206089,17288,0.856,41.6,901.6,1420.1,7.1,15.9,7490.6,710.1,98.55,100,1,2,DB CPU,,,20.8K,,50,db file sequential read,User I/O,8588659,10.2K,1.19,24.6,read by other session,User I/O,2296909,3602.1,1.568,8.7,db file scattered read,User I/O,1183894,1981.1,1.673,4.8,gc buffer busy acquire,Cluster,557146,1084.3,1.946,2.6,8588659,10239,1.192,24.6,1183894,1981,1.673,4.8,229497,362,1.577,0.9,1019,3,2.944,0,28262,19,0.672,0,42610,106,2.488,0.3,119,1,8.403,0,117706,136,1.155,3.7,292030,464,1.589,12.8,3080,56,18.182,1.6,2410781,4665315,990710,251720,2115620,,0,N,N,1,0,0,0,539109,613,1.137,1.5,2801014,2474,0.883,5.9,36479,321,8.8,0.8,486192,216,0.444,0.5,1903,11,5.78,0,1585377,154,0.097,0.4,747099,421,0.564,1,11788,17,1.442,0,80.9,14.9,2,0.9,0.8,0.4,0.2,0,82.7,11.5,1.8,1.3,1.1,0.9,0.7,
ORCLDB,5,ORCLDB5,12.1.0.2.0,Y,hostname1,Linux x86 64-bit,40,251.63,8K,8166,08/08/17 10:00,8167,08/08/17 10:30,30.01,762.4,25.4,N,993162.4,12777.3,8932.4,695.7,0,695.7,9628.1,527.83,14.22,2.47,16.69,544.52,19437,42.5,21061043,23098,1.097,50.5,957.8,1772.4,4.2,27.5,7832.2,718.6,98.37,100,0,0,DB CPU,,,19.4K,,42.5,db file sequential read,User I/O,7998238,12.9K,1.61,28.1,read by other session,User I/O,1796836,4432,2.467,9.7,db file scattered read,User I/O,1197558,2930.5,2.447,6.4,direct path read,User I/O,1194329,2034.4,1.703,4.4,7998238,12872,1.609,28.1,1197558,2931,2.447,6.4,1194329,2034,1.703,4.4,331,1,3.021,0,26896,44,1.636,0.1,30336,63,2.077,0.1,215,3,13.953,0,150966,225,1.49,6.3,254737,529,2.077,14.7,,,,,2215325,4833495,1274324,230199,1941340,,0,N,N,2,0,0,0,603801,178,0.295,0.4,3299410,2787,0.845,6.1,19225,202,10.507,0.4,535549,331,0.618,0.7,2994,11,3.674,0,1460202,87,0.06,0.2,693477,340,0.49,0.7,11608,11,0.948,0,65.3,24.7,5.3,2.1,1.5,0.9,0.3,,78.5,13.4,2.1,1.6,1.6,1.5,1.2,
